Port,Service,Protocol,Description,Assignee
9091,xmltec-xmlmail,tcp,xmltec-xmlmail,[Mitch_Kaufman]
9092,XmlIpcRegSvc,tcp,Xml-Ipc Server Reg,[Casey_Harrington]
9093,copycat,tcp,Copycat database replication service,[Microtec_Informatique]
9100,hp-pdl-datastr,tcp,PDL Data Streaming Port,[Shivaun_Albright]
9100,pdl-datastream,tcp,Printer PDL Data Stream,[Stuart_Cheshire_4]
9101,bacula-dir,tcp,Bacula Director,[Kern_Sibbald]
9102,bacula-fd,tcp,Bacula File Daemon,[Kern_Sibbald]
9103,bacula-sd,tcp,Bacula Storage Daemon,[Kern_Sibbald]
9104,peerwire,tcp,PeerWire,[Steven_Gerhardt]
9105,xadmin,tcp,Xadmin Control Service,
9106,astergate,tcp,Astergate Control Service,[Ari_Huisken]
9107,astergatefax,tcp,AstergateFax Control Service,[Gijs_Middelkamp]
9111,hexxorecore,tcp,"Multiple Purpose, Distributed Message Bus",[Hexxore]
9119,mxit,tcp,MXit Instant Messaging,[Marnus_Freeman]
9122,grcmp,tcp,Global Relay compliant mobile instant messaging protocol,[Global_Relay]
9123,grcp,tcp,Global Relay compliant instant messaging protocol,[Global_Relay]
9131,dddp,tcp,Dynamic Device Discovery,[Shane_Dick]
9160,apani1,tcp,apani1,[Neal_Taylor]
9161,apani2,tcp,apani2,[Neal_Taylor]
9162,apani3,tcp,apani3,[Neal_Taylor]
9163,apani4,tcp,apani4,[Neal_Taylor]
9164,apani5,tcp,apani5,[Neal_Taylor]
9191,sun-as-jpda,tcp,Sun AppSvr JPDA,[Abhijit_Kumar]
9200,wap-wsp,tcp,WAP connectionless session service,[WAP_Forum]
9201,wap-wsp-wtp,tcp,WAP session service,[WAP_Forum]
9202,wap-wsp-s,tcp,WAP secure connectionless session service,[WAP_Forum]
9203,wap-wsp-wtp-s,tcp,WAP secure session service,[WAP_Forum]
9204,wap-vcard,tcp,WAP vCard,[WAP_Forum]
9205,wap-vcal,tcp,WAP vCal,[WAP_Forum]
9206,wap-vcard-s,tcp,WAP vCard Secure,[WAP_Forum]
9207,wap-vcal-s,tcp,WAP vCal Secure,[WAP_Forum]
9208,rjcdb-vcards,tcp,rjcdb vCard,[Robert_John_Churchil]
9209,almobile-system,tcp,ALMobile System Service,[Rob_Graber]
9210,oma-mlp,tcp,OMA Mobile Location Protocol,[Hans_Rohnert]
9211,oma-mlp-s,tcp,OMA Mobile Location Protocol Secure,[Hans_Rohnert]
9212,serverviewdbms,tcp,Server View dbms access,[Detlef_Rothe]
9213,serverstart,tcp,ServerStart RemoteControl,[Detlef_Rothe]
9214,ipdcesgbs,tcp,IPDC ESG BootstrapService,[Joerg_Heuer]
9215,insis,tcp,Integrated Setup and Install Service,[Markus_Treinen]
9216,acme,tcp,Aionex Communication Management Engine,[Mark_Sapp]
9217,fsc-port,tcp,FSC Communication Port,[Teijo_Mustonen]
9222,teamcoherence,tcp,QSC Team Coherence,[Ewan_McNab]
9255,mon,tcp,Manager On Network,[David_Rouchet]
9277,,tcp,Reserved,
9278,pegasus,tcp,Pegasus GPS Platform,[Nestor_A_Diaz]
9279,pegasus-ctl,tcp,Pegaus GPS System Control Interface,[Nestor_A_Diaz]
9280,pgps,tcp,Predicted GPS,[Jeremy_Freeman]
9281,swtp-port1,tcp,SofaWare transport port 1,[Amir_Rapson]
9282,swtp-port2,tcp,SofaWare transport port 2,[Amir_Rapson]
9283,callwaveiam,tcp,CallWaveIAM,[Colin_Kelley]
9284,visd,tcp,VERITAS Information Serve,[Ravi_Tavakely]
9285,n2h2server,tcp,N2H2 Filter Service Port,[Jim_Irwin]
9286,,tcp,Reserved,
9287,cumulus,tcp,Cumulus,[Thomas_Schleu]
9292,armtechdaemon,tcp,ArmTech Daemon,[Rohan_Story]
9293,storview,tcp,StorView Client,[Ryan_Smith]
9294,armcenterhttp,tcp,ARMCenter http Service,[Eric_Thiebaut_George]
9295,armcenterhttps,tcp,ARMCenter https Service,[Eric_Thiebaut_George]
9300,vrace,tcp,Virtual Racing Service,[Pete_Loeffen]
9306,sphinxql,tcp,Sphinx search server (MySQL listener),[Andrew_Aksyonoff]
9310,sapms,tcp,SAP Message Server,[SAP_SE]
9312,sphinxapi,tcp,Sphinx search server,[Andrew_Aksyonoff]
9318,secure-ts,tcp,PKIX TimeStamp over TLS,[Niklas_Weiss]
9321,guibase,tcp,guibase,[Yutaka_Ono]
9339,gnmi-gnoi,tcp,gRPC Network Mgmt/Operations Interface,[Google_Netops]
9340,gribi,tcp,gRPC Routing Information Base Interface,[Google_Networking]
9343,mpidcmgr,tcp,MpIdcMgr,[Yutaka_Ono]
9344,mphlpdmc,tcp,Mphlpdmc,[Yutaka_Ono]
9345,rancher,tcp,Rancher Agent,[Rancher_Labs_Inc]
9346,ctechlicensing,tcp,C Tech Licensing,[Reed_Copsey_Jr]
9374,fjdmimgr,tcp,fjdmimgr,[Yutaka_Ono]
9380,boxp,tcp,Brivs! Open Extensible Protocol,[Danko_Alexeyev]
9387,d2dconfig,tcp,D2D Configuration Service,[Pete_Camble]
9388,d2ddatatrans,tcp,D2D Data Transfer Service,[Pete_Camble]
9389,adws,tcp,Active Directory Web Services,[Nitin_Gupta]
9390,otp,tcp,OpenVAS Transfer Protocol,[Tim_Brown]
9396,fjinvmgr,tcp,fjinvmgr,[Yutaka_Ono]
9397,mpidcagt,tcp,MpIdcAgt,[Yutaka_Ono]
9400,sec-t4net-srv,tcp,Samsung Twain for Network Server,[Dongkeun_Kim]
9401,sec-t4net-clt,tcp,Samsung Twain for Network Client,[Dongkeun_Kim]
9402,sec-pc2fax-srv,tcp,Samsung PC2FAX for Network Server,[HyeongBae_Yu]
9418,git,tcp,git pack transfer service,[Linus_Torvalds]
9443,tungsten-https,tcp,WSO2 Tungsten HTTPS,[Afkham_Azeez]
9444,wso2esb-console,tcp,WSO2 ESB Administration Console HTTPS,[Ruwan_Linton]
9445,mindarray-ca,tcp,MindArray Systems Console Agent,[MINDARRAY_SYSTEMS]
9450,sntlkeyssrvr,tcp,Sentinel Keys Server,[Martin_Ziskind]
9500,ismserver,tcp,ismserver,[Ian_Gordon_3]
9522,,tcp,Reserved,
9535,mngsuite,tcp,Management Suite Remote Control,[Trevor_Perkes]
9536,laes-bf,tcp,Surveillance buffering function,[Glen_Myers]
9555,trispen-sra,tcp,Trispen Secure Remote Access,[Jaco_Botha]
9559,p4runtime,tcp,P4Runtime gRPC Service,[Open_Networking_Foundation]
9592,ldgateway,tcp,LANDesk Gateway,[Alan_Butt]
9593,cba8,tcp,LANDesk Management Agent (cba8),[Trevor_Perkes]
9594,msgsys,tcp,Message System,[Alan_Butt]
9595,pds,tcp,Ping Discovery Service,[Alan_Butt]
9596,mercury-disc,tcp,Mercury Discovery,[Paul_Mclachlan]
9597,pd-admin,tcp,PD Administration,[Duk_Loi]
9598,vscp,tcp,Very Simple Ctrl Protocol,[Ake_Hedman]
9599,robix,tcp,Robix,[Evan_Rosen]
9600,micromuse-ncpw,tcp,MICROMUSE-NCPW,[Hing_Wing_To_2]
9612,streamcomm-ds,tcp,StreamComm User Directory,[Brian_C_Wiles]
9614,iadt-tls,tcp,iADT Protocol over TLS,[Paul_A_Suhler]
9616,erunbook-agent,tcp,"eRunbook Agent IANA assigned this well-formed service name as a replacement for ""erunbook_agent"".",[Gerhard_Wagner]
9616,erunbook_agent,tcp,eRunbook Agent,[Gerhard_Wagner]
9617,erunbook-server,tcp,"eRunbook Server IANA assigned this well-formed service name as a replacement for ""erunbook_server"".",[Gerhard_Wagner]
9617,erunbook_server,tcp,eRunbook Server,[Gerhard_Wagner]
9618,condor,tcp,Condor Collector Service,[Todd_Tannenbaum]
9628,odbcpathway,tcp,ODBC Pathway Service,[Adrian_Hungate]
9629,uniport,tcp,UniPort SSO Controller,[Adrian_Hungate]
9630,peoctlr,tcp,Peovica Controller,[Adrian_Hungate]
9631,peocoll,tcp,Peovica Collector,[Adrian_Hungate]
9632,,tcp,Reserved,
9640,pqsflows,tcp,ProQueSys Flows Service,[Sarene_Caiazza]
9666,zoomcp,tcp,Zoom Control Panel Game Server Management,[Zoom_Control_Panel]
9667,xmms2,tcp,Cross-platform Music Multiplexing System,[Juho_Herttua]
9668,tec5-sdctp,tcp,tec5 Spectral Device Control Protocol,[Michael_Muth]
9694,client-wakeup,tcp,T-Mobile Client Wakeup Message,[Michael_Schonborn]
9695,ccnx,tcp,Content Centric Networking,[Van_Jacobson_2][Simon_Barber]
9700,board-roar,tcp,Board M.I.T. Service,[Francesco_Rosi]
9747,l5nas-parchan,tcp,L5NAS Parallel Channel,[Lawrence_J_Dickson]
9750,board-voip,tcp,Board M.I.T. Synchronous Collaboration,[Francesco_Rosi]
9753,rasadv,tcp,rasadv,[Dave_Thaler_2]
9762,tungsten-http,tcp,WSO2 Tungsten HTTP,[Afkham_Azeez]
9800,davsrc,tcp,WebDav Source Port,[Ethan_Fremen]
9801,sstp-2,tcp,Sakura Script Transfer Protocol-2,[Kouichi_Takeda_2]
9802,davsrcs,tcp,WebDAV Source TLS/SSL,[Rob_Isaac]
9875,sapv1,tcp,Session Announcement v1,
9876,sd,tcp,Session Director,[Van_Jacobson]
9877,x510,tcp,The X.510 wrapper protocol,[ITU_TSB_ITU-T_Study_Group_17]
9878,,tcp,Reserved,
9888,cyborg-systems,tcp,CYBORG Systems,[Malcolm_Graham]
9889,gt-proxy,tcp,Port for Cable network related data proxy or repeater,[Dawei_Qi]
9898,monkeycom,tcp,MonkeyCom,[Yuji_Kuwabara]
9899,,tcp,Reserved,
9900,iua,tcp,IUA,[Lyndon_Ong_2]
9903,,tcp,Reserved,
9909,domaintime,tcp,domaintime,[Jeffry_Dwight]
9911,sype-transport,tcp,SYPECom Transport Protocol,[Sylvain_Pedneault]
9925,xybrid-cloud,tcp,XYBRID Cloud,[Rx_Networks_Inc_2]
9950,apc-9950,tcp,APC 9950,[American_Power_Conve]
9951,apc-9951,tcp,APC 9951,[American_Power_Conve]
9952,apc-9952,tcp,APC 9952,[American_Power_Conve]
9953,acis,tcp,9953,[Thomas_Guth]
9954,hinp,tcp,HaloteC Instrument Network Protocol,[HaloteC_Instruments]
9955,alljoyn-stm,tcp,Contact Port for AllJoyn standard messaging,[Qualcomm_Innovation_Center]
9956,,tcp,Reserved,
9966,odnsp,tcp,OKI Data Network Setting Protocol,[Masato_Sato]
9978,xybrid-rt,tcp,XYBRID RT Server,[Rx_Networks_Inc]
9979,visweather,tcp,Valley Information Systems Weather station data,[Valley_Information_Systems_Inc]
9981,pumpkindb,tcp,Event sourcing database engine with a built-in programming language,[Eventsourcing_Inc]
9987,dsm-scm-target,tcp,DSM/SCM Target Interface,[Mike_Dyslin]
9988,nsesrvr,tcp,Software Essentials Secure HTTP server,[Narayanan_Raju]
9990,osm-appsrvr,tcp,OSM Applet Server,[Vinay_Gupta]
9991,osm-oev,tcp,OSM Event Server,[Vinay_Gupta]
9992,palace-1,tcp,OnLive-1,[Douglas_Crockford]
9993,palace-2,tcp,OnLive-2,[Douglas_Crockford]
9994,palace-3,tcp,OnLive-3,[Douglas_Crockford]
9995,palace-4,tcp,Palace-4,[Douglas_Crockford]
9996,palace-5,tcp,Palace-5,[Douglas_Crockford]
9997,palace-6,tcp,Palace-6,[Douglas_Crockford]
9998,distinct32,tcp,Distinct32,[Anoop_Tewari]
9999,distinct,tcp,distinct,[Anoop_Tewari]
10000,ndmp,tcp,Network Data Management Protocol,[Brian_Ehrmantraut]
10001,scp-config,tcp,SCP Configuration,[Michael_Benz]
10002,documentum,tcp,EMC-Documentum Content Server Product,[Reza_Bagherian]
10003,documentum-s,tcp,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s"".",[Reza_Bagherian]
10003,documentum_s,tcp,EMC-Documentum Content Server Product,[Reza_Bagherian]
10004,emcrmirccd,tcp,EMC Replication Manager Client,[Robert_Boudrie]
10005,emcrmird,tcp,EMC Replication Manager Server,[Robert_Boudrie]
10006,netapp-sync,tcp,Sync replication protocol among different NetApp platforms,[NetApp_2]
10007,mvs-capacity,tcp,MVS Capacity,[Donna_Dillenberger]
10008,octopus,tcp,Octopus Multiplexer,[Chris_Koeritz_2]
10009,swdtp-sv,tcp,Systemwalker Desktop Patrol,[Akira_Ide]
10010,rxapi,tcp,ooRexx rxapi services,[David_Ashley]
10020,abb-hw,tcp,Hardware configuration and maintenance,[ABB]
10023,,tcp,Reserved,
10050,zabbix-agent,tcp,Zabbix Agent,[Alexei_Vladishev]
10051,zabbix-trapper,tcp,Zabbix Trapper,[Alexei_Vladishev]
10055,qptlmd,tcp,Quantapoint FLEXlm Licensing Service,[Justin_Vegso]
10080,amanda,tcp,Amanda,[John_Jackson]
10081,famdc,tcp,FAM Archive Server,[Frode_Randers]
10100,itap-ddtp,tcp,VERITAS ITAP DDTP,[Saugata_Guha]
10101,ezmeeting-2,tcp,eZmeeting,[Albert_C_Yang]
10102,ezproxy-2,tcp,eZproxy,[Albert_C_Yang]
10103,ezrelay,tcp,eZrelay,[Albert_C_Yang]
10104,swdtp,tcp,Systemwalker Desktop Patrol,[Akira_Ide]
10107,bctp-server,tcp,"VERITAS BCTP, server",[Saugata_Guha]
10110,nmea-0183,tcp,NMEA-0183 Navigational Data,[Meindert_Sprang]
10111,,tcp,Reserved,
10113,netiq-endpoint,tcp,NetIQ Endpoint,[John_Wood]
10114,netiq-qcheck,tcp,NetIQ Qcheck,[Michael_Sharpe]
10115,netiq-endpt,tcp,NetIQ Endpoint,[Gary_Weichinger]
10116,netiq-voipa,tcp,NetIQ VoIP Assessor,[Gary_Weichinger]
10117,iqrm,tcp,NetIQ IQCResource Managament Svc,[Michael_Sharpe]
10125,cimple,tcp,HotLink CIMple REST API,[HotLink_Corporation]
10128,bmc-perf-sd,tcp,BMC-PERFORM-SERVICE DAEMON,[Portnoy_Boxman]
10129,bmc-gms,tcp,BMC General Manager Server,[Dima_Seliverstov]
10160,qb-db-server,tcp,QB Database Server,[Wei_Wang]
10161,snmptls,tcp,SNMP-TLS,
10162,snmptls-trap,tcp,SNMP-Trap-TLS,
10200,trisoap,tcp,Trigence AE Soap Service,[Brigitte_Gagne]
10201,rsms,tcp,Remote Server Management Service,[Patrick_H_Piper]
10252,apollo-relay,tcp,Apollo Relay Port,[Anthony_Carrabino]
10253,,tcp,Reserved,
10260,axis-wimp-port,tcp,Axis WIMP Port,[Stefan_Eriksson]
10261,tile-ml,tcp,Tile remote machine learning,[_1026_Labs]
10288,blocks,tcp,Blocks,[Carl_Malamud]
10321,,tcp,Reserved,
10439,,tcp,Reserved,
10443,cirrossp,tcp,CirrosSP Workstation Communication,[Cirros_Document_Solutions_Ltd]
10500,,tcp,Reserved,
10540,MOS-lower,tcp,MOS Media Object Metadata Port,[Eric_Thorniley]
10541,MOS-upper,tcp,MOS Running Order Port,[Eric_Thorniley]
10542,MOS-aux,tcp,MOS Low Priority Port,[Eric_Thorniley]
10543,MOS-soap,tcp,MOS SOAP Default Port,[Eric_Thorniley]
10544,MOS-soap-opt,tcp,MOS SOAP Optional Port,[Eric_Thorniley]
10548,serverdocs,tcp,Apple Document Sharing Service,[Apple_Inc_3]
10631,printopia,tcp,Printopia Serve,[Decisive_Tactics_Inc]
10800,gap,tcp,Gestor de Acaparamiento para Pocket PCs,[Juan_Carlos_Olivares]
10805,lpdg,tcp,LUCIA Pareja Data Group,[Alvaro_P_Dominguez]
10809,nbd,tcp,Linux Network Block Device,[Wouter_Verhelst]
10810,,tcp,Reserved,
10860,helix,tcp,Helix Client/Server,[Matthew_Strange][Larry_Atkin_2]
10880,bveapi,tcp,BVEssentials HTTP API,[Tri_Tech_Computers_Ltd]
10933,octopustentacle,tcp,Listen port used by the Octopus Deploy Tentacle deployment agent,[Octopus_Deploy_Pty_Ltd]
10990,rmiaux,tcp,Auxiliary RMI Port,[Eugen_Bacic_2]
11000,irisa,tcp,IRISA,[V_A_Brauner]
11001,metasys,tcp,Metasys,[Tobin_Schuster]
11095,weave,tcp,Nest device-to-device and device-to-service application protocol,[Nest_Labs_Inc]
11103,origo-sync,tcp,OrigoDB Server Sync Interface,[Devrex_Labs]
11104,netapp-icmgmt,tcp,NetApp Intercluster Management,[Craig_Everhart]
11105,netapp-icdata,tcp,NetApp Intercluster Data,[Craig_Everhart]
11106,sgi-lk,tcp,SGI LK Licensing service,[Michel_Bourget]
11108,,tcp,Reserved,
11109,sgi-dmfmgr,tcp,Data migration facility Manager (DMF) is a browser based interface to DMF,[SGI]
11110,sgi-soap,tcp,Data migration facility (DMF) SOAP is a web server protocol to support remote access to DMF,[SGI]
11111,vce,tcp,Viral Computing Environment (VCE),[Fred_Cohen]
11112,dicom,tcp,DICOM,[David_Clunie]
11161,suncacao-snmp,tcp,sun cacao snmp access point,[Nick_Stephen]
11162,suncacao-jmxmp,tcp,sun cacao JMX-remoting access point,[Nick_Stephen]
11163,suncacao-rmi,tcp,sun cacao rmi registry access point,[Nick_Stephen]
11164,suncacao-csa,tcp,sun cacao command-streaming access point,[Nick_Stephen]
11165,suncacao-websvc,tcp,sun cacao web service access point,[Nick_Stephen]
11171,,tcp,Reserved,
11172,oemcacao-jmxmp,tcp,OEM cacao JMX-remoting access point,[David_Sechrest]
11173,t5-straton,tcp,Straton Runtime Programing,[COPALP]
11174,oemcacao-rmi,tcp,OEM cacao rmi registry access point,[David_Sechrest]
11175,oemcacao-websvc,tcp,OEM cacao web service access point,[David_Sechrest]
11201,smsqp,tcp,smsqp,[Andres_Seco_Hernande]
11202,dcsl-backup,tcp,DCSL Network Backup Services,[John_Reynolds]
11208,wifree,tcp,WiFree Service,[Jose_Luis_Martin_Pei]
11211,memcache,tcp,Memory cache service,[Trond_Norbye]
11235,xcompute,tcp,numerical systems messaging,[Xplicit_Computing_Inc]
11319,imip,tcp,IMIP,[Len_Zuvela]
11320,imip-channels,tcp,IMIP Channels Port,[Len_Zuvela_2]
11321,arena-server,tcp,Arena Server Listen,[Earl_Brannigan]
11367,atm-uhas,tcp,ATM UHAS,[Todd_Barker]
11371,hkp,tcp,OpenPGP HTTP Keyserver,[David_Shaw]
11430,,tcp,Reserved,
11489,asgcypresstcps,tcp,ASG Cypress Secure Only,[David_Luxford]
11600,tempest-port,tcp,Tempest Protocol Port,[Francis_Cianfrocca]
11623,emc-xsw-dconfig,tcp,EMC XtremSW distributed config,[EMC]
11720,h323callsigalt,tcp,H.323 Call Control Signalling Alternate,[ITU-T]
11723,emc-xsw-dcache,tcp,EMC XtremSW distributed cache,[EMC]
11751,intrepid-ssl,tcp,Intrepid SSL,[Robert_Eden]
11796,lanschool,tcp,LanSchool,[Stoneware_Inc]
11876,xoraya,tcp,X2E Xoraya Multichannel protocol,[Hannes_K]
11877,,tcp,Reserved,
11967,sysinfo-sp,tcp,SysInfo Service Protocol,[Mike_Cooper]
11971,tibsd,tcp,TiBS Service,[Teradactyl_LLC]
12000,entextxid,tcp,IBM Enterprise Extender SNA XID Exchange,[Eugene_Cox]
12001,entextnetwk,tcp,IBM Enterprise Extender SNA COS Network Priority,[Eugene_Cox]
12002,entexthigh,tcp,IBM Enterprise Extender SNA COS High Priority,[Eugene_Cox]
12003,entextmed,tcp,IBM Enterprise Extender SNA COS Medium Priority,[Eugene_Cox]
12004,entextlow,tcp,IBM Enterprise Extender SNA COS Low Priority,[Eugene_Cox]
12005,dbisamserver1,tcp,DBISAM Database Server - Regular,[Tim_Young]
12006,dbisamserver2,tcp,DBISAM Database Server - Admin,[Tim_Young]
12007,accuracer,tcp,Accuracer Database System Server,[Alexander_V_Ivanov]
12008,accuracer-dbms,tcp,Accuracer Database System Admin,[Alexander_V_Ivanov]
12009,,tcp,Reserved,
12010,edbsrvr,tcp,ElevateDB Server,[Tim_Young]
12012,vipera,tcp,Vipera Messaging Service,[Silvano_Maffeis_2]
12013,vipera-ssl,tcp,Vipera Messaging Service over SSL Communication,[Silvano_Maffeis_2]
12109,rets-ssl,tcp,RETS over SSL,[Jeremy_Crawford]
12121,nupaper-ss,tcp,NuPaper Session Service,[David_Warden_2]
12168,cawas,tcp,CA Web Access Service,[Jon_Press]
12172,hivep,tcp,HiveP,[Dick_Augustsson]
12300,linogridengine,tcp,LinoGrid Engine,[Frans_Lundberg]
12302,rads,tcp,"Remote Administration Daemon (RAD) is a system service that offers secure, remote, programmatic access to Solaris system configuration and run-time state",[Oracle]
12321,warehouse-sss,tcp,Warehouse Monitoring Syst SSS,[Craig_Steffen]
12322,warehouse,tcp,Warehouse Monitoring Syst,[Craig_Steffen]
12345,italk,tcp,Italk Chat System,[Takayuki_Ito]
12546,carb-repl-ctrl,tcp,Carbonite Server Replication Control,[Open_Text_Corporation]
12753,tsaf,tcp,tsaf port,[Andreas_Fehr]
12865,netperf,tcp,control port for the netperf benchmark,[netperf.org]
13160,i-zipqd,tcp,I-ZIPQD,[Chuck_Runquist]
13216,bcslogc,tcp,Black Crow Software application logging,[Ramindur_Singh]
13217,rs-pias,tcp,R&S Proxy Installation Assistant Service,[Guido_Kiener]
13218,emc-vcas-tcp,tcp,EMC Virtual CAS Service,
13223,powwow-client,tcp,PowWow Client,[Paul_K_Peterson]
13224,powwow-server,tcp,PowWow Server,[Paul_K_Peterson]
13400,doip-data,tcp,DoIP Data,[Joerg_Schneider]
13720,bprd,tcp,BPRD Protocol (VERITAS NetBackup),[Jeff_Holmbeck]
13721,bpdbm,tcp,BPDBM Protocol (VERITAS NetBackup),[Jeff_Holmbeck]
13722,bpjava-msvc,tcp,BP Java MSVC Protocol,[Tim_Schmidt]
13724,vnetd,tcp,Veritas Network Utility,[Jeff_Holmbeck]
13782,bpcd,tcp,VERITAS NetBackup,[Jeff_Holmbeck]
13783,vopied,tcp,VOPIED Protocol,[Jeff_Holmbeck]
13785,nbdb,tcp,NetBackup Database,[Pat_Tovo]
13786,nomdb,tcp,Veritas-nomdb,[Clayton_Haapala]
13818,dsmcc-config,tcp,DSMCC Config,[Tim_Addington]
13819,dsmcc-session,tcp,DSMCC Session Messages,[Tim_Addington]
13820,dsmcc-passthru,tcp,DSMCC Pass-Thru Messages,[Tim_Addington]
13821,dsmcc-download,tcp,DSMCC Download Protocol,[Tim_Addington]
13822,dsmcc-ccp,tcp,DSMCC Channel Change Protocol,[Tim_Addington]
13823,bmdss,tcp,Blackmagic Design Streaming Server,[Sam_Vaughan]
13832,a-trust-rpc,tcp,Certificate Management and Issuing,[A-Trust_GmbH]
13894,ucontrol,tcp,Ultimate Control communication protocol,[NEGU_Soft]
13929,dta-systems,tcp,D-TA SYSTEMS,[Alexis_Bose]
13930,medevolve,tcp,MedEvolve Port Requester,[Jon_Robertson]
14000,scotty-ft,tcp,SCOTTY High-Speed Filetransfer,[Patrick_Verbeek]
14001,sua,tcp,SUA,[Miguel_Angel_Garcia]
14002,,tcp,Reserved,
14033,sage-best-com1,tcp,sage Best! Config Server 1,[Christian_Rubach]
14034,sage-best-com2,tcp,sage Best! Config Server 2,[Christian_Rubach]
14141,vcs-app,tcp,VCS Application,[Ming_Xu]
14142,icpp,tcp,IceWall Cert Protocol,[Tsutomu_Fujinami]
14143,icpps,tcp,IceWall Cert Protocol over TLS,[Kenta_Kambara]
14145,gcm-app,tcp,GCM Application,[Ming_Xu]
14149,vrts-tdd,tcp,Veritas Traffic Director,[Sameer_Deokule]
14150,vcscmd,tcp,Veritas Cluster Server Command Server,[Anand_Bhalerao]
14154,vad,tcp,Veritas Application Director,[Rajeev_Verma]
14250,cps,tcp,Fencing Server,[Mayank_Vasa]
14414,ca-web-update,tcp,CA eTrust Web Update Service,[Robert_Ciochon]
14500,xpra,tcp,xpra network protocol,[Xpra]
14936,hde-lcesrvr-1,tcp,hde-lcesrvr-1,[Horizon_Digital_Ente]
14937,hde-lcesrvr-2,tcp,hde-lcesrvr-2,[Horizon_Digital_Ente]
15000,hydap,tcp,Hypack Data Aquisition,[HYPACK_Inc]
15002,onep-tls,tcp,Open Network Environment TLS,[Cisco_3]
15118,,tcp,Reserved,
15345,xpilot,tcp,XPilot Contact Port,[Bert_Gijsbers]
15363,3link,tcp,3Link Negotiation,[Brant_Thomsen]
15555,cisco-snat,tcp,Cisco Stateful NAT,[Kaushik_Biswas]
15660,bex-xr,tcp,Backup Express Restore Server,[Catalogic_Software_Inc]
15740,ptp,tcp,Picture Transfer Protocol,[Petronel_Bigioi]
15998,,tcp,Reserved,
15999,programmar,tcp,ProGrammar Enterprise,[Norman_Wilson]
16000,fmsas,tcp,Administration Server Access,[Mark_Davidson]
16001,fmsascon,tcp,Administration Server Connector,[Mark_Davidson]
16002,gsms,tcp,GoodSync Mediation Service,[Vadim_Maslov]
16003,,tcp,Reserved,
16020,jwpc,tcp,Filemaker Java Web Publishing Core,[Robert_Parks]
16021,jwpc-bin,tcp,Filemaker Java Web Publishing Core Binary,[Robert_Parks]
16161,sun-sea-port,tcp,Solaris SEA Port,[Dana_Porter]
16162,solaris-audit,tcp,Solaris Audit - secure remote audit log,[Jan_Friedel]
16309,etb4j,tcp,etb4j,[Christopher_R_Smith]
16310,pduncs,tcp,"Policy Distribute, Update Notification",[Diane_I_Shannon]
16311,pdefmns,tcp,Policy definition and update management,[Diane_I_Shannon]
16360,netserialext1,tcp,Network Serial Extension Ports One,[Michael_J_Hoy]
16361,netserialext2,tcp,Network Serial Extension Ports Two,[Michael_J_Hoy]
16367,netserialext3,tcp,Network Serial Extension Ports Three,[Michael_J_Hoy]
16368,netserialext4,tcp,Network Serial Extension Ports Four,[Michael_J_Hoy]
16384,connected,tcp,Connected Corp,[Nicole_C_Ouellette]
16385,rdgs,tcp,Reliable Datagram Sockets,[Oracle_7]
16619,xoms,tcp,X509 Objects Management Service,[Francis_GASCHET]
16665,axon-tunnel,tcp,Reliable multipath data transport for high latencies,[Bridgeworks]
16666,,tcp,Reserved,
16789,cadsisvr,tcp,This server provides callable services to mainframe External Security Managers from any TCP/IP platform,[Broadcom]
16900,newbay-snc-mc,tcp,Newbay Mobile Client Update Service,[Srinivasa_Nayudu]
16950,sgcip,tcp,Simple Generic Client Interface Protocol,[John_Aquilino]
16991,intel-rci-mp,tcp,INTEL-RCI-MP,[Jane_Dashevsky]
16992,amt-soap-http,tcp,Intel(R) AMT SOAP/HTTP,[David_T_Hines]
16993,amt-soap-https,tcp,Intel(R) AMT SOAP/HTTPS,[David_T_Hines]
16994,amt-redir-tcp,tcp,Intel(R) AMT Redirection/TCP,[Nimrod_Diamant]
16995,amt-redir-tls,tcp,Intel(R) AMT Redirection/TLS,[Nimrod_Diamant]
17007,isode-dua,tcp,,
17010,ncpu,tcp,Plan 9 cpu port,[Ronald_G_Minnich]
17184,vestasdlp,tcp,Vestas Data Layer Protocol,[Vestas_Wind_Systems]
17185,soundsvirtual,tcp,Sounds Virtual,[Richard_Snider]
17219,chipper,tcp,Chipper,[Ronald_Jimmink]
17220,avtp,tcp,IEEE 1722 Transport Protocol for Time Sensitive Applications,[Transport_Protocol_for_Time-Sensitive_Networking_TG]
17221,avdecc,tcp,"IEEE 1722.1 AVB Discovery, Enumeration, Connection management, and Control",[IEEE_1722_1]
17222,,tcp,Reserved,
17223,isa100-gci,tcp,ISA100 GCI is a service utilizing a common interface between an ISA100 Wireless gateway and a client application,[ISA100_Wireless_Compliance_Institute]
17224,,tcp,Reserved,
17225,trdp-md,tcp,Train Realtime Data Protocol (TRDP) Message Data,[IEC_Central_Office]
17234,integrius-stp,tcp,Integrius Secure Tunnel Protocol,[Christian_Klemetsson]
17235,ssh-mgmt,tcp,SSH Tectia Manager,[Ville_Laurikari]
17500,db-lsp,tcp,Dropbox LanSync Protocol,[Paul_Bohm]
17555,ailith,tcp,Ailith management of routers,[Thomas_Boje]
17729,ea,tcp,Eclipse Aviation,[William_Schmidt]
