Port,Service,Protocol,Description,Assignee
17754,zep,tcp,Encap. ZigBee Packets,[Fred_Fierling]
17755,zigbee-ip,tcp,ZigBee IP Transport Service,[Chris_Herzog]
17756,zigbee-ips,tcp,ZigBee IP Transport Secure Service,[Chris_Herzog]
17777,sw-orion,tcp,SolarWinds Orion,[Joel_Dolisy]
18000,biimenu,tcp,"Beckman Instruments, Inc.",[R_L_Meyering]
18104,radpdf,tcp,RAD PDF Service,[Christopher_Truxaw]
18136,racf,tcp,z/OS Resource Access Control Facility,[Bruce_Wells]
18181,opsec-cvp,tcp,OPSEC CVP,[Alon_Kantor]
18182,opsec-ufp,tcp,OPSEC UFP,[Alon_Kantor]
18183,opsec-sam,tcp,OPSEC SAM,[Alon_Kantor]
18184,opsec-lea,tcp,OPSEC LEA,[Alon_Kantor]
18185,opsec-omi,tcp,OPSEC OMI,[Alon_Kantor]
18186,ohsc,tcp,Occupational Health SC,[David_Fudge]
18187,opsec-ela,tcp,OPSEC ELA,[Alon_Kantor]
18241,checkpoint-rtm,tcp,Check Point RTM,[Dudi_Hazan]
18242,iclid,tcp,Checkpoint router monitoring,[Check_Point_Software]
18243,clusterxl,tcp,Checkpoint router state backup,[Check_Point_Software]
18262,gv-pf,tcp,GV NetConfig Service,[Scott_Libert]
18463,ac-cluster,tcp,AC Cluster,[Lisa_Zhong]
18516,,tcp,Reserved,
18634,rds-ib,tcp,Reliable Datagram Service,[Andy_Grover]
18635,rds-ip,tcp,Reliable Datagram Service over IP,[Andy_Grover]
18668,vdmmesh,tcp,Manufacturing Execution Systems Mesh Communication,[Van_Doren_MES]
18769,ique,tcp,IQue Protocol,[Avi_Drissman]
18881,infotos,tcp,Infotos,[Marcel_Dube]
18888,apc-necmp,tcp,APCNECMP,[Michael_Yip]
19000,igrid,tcp,iGrid Server,[Massimo_Cafaro]
19007,scintilla,tcp,Scintilla protocol for device services,[Veejansh_Inc]
19020,j-link,tcp,J-Link TCP/IP Protocol,[SEGGER]
19191,opsec-uaa,tcp,OPSEC UAA,[Reuven_Harrison]
19194,ua-secureagent,tcp,UserAuthority SecureAgent,[Reuven_Harrison_2]
19220,cora,tcp,Client Connection Management and Data Exchange Service,[Softvise_GmbH]
19283,keysrvr,tcp,Key Server for SASSAFRAS,[Mark_Valence]
19315,keyshadow,tcp,Key Shadow for SASSAFRAS,[Mark_Valence]
19398,mtrgtrans,tcp,mtrgtrans,[Katsuhito_Muroi]
19410,hp-sco,tcp,hp-sco,[Larry_Schwartz]
19411,hp-sca,tcp,hp-sca,[Larry_Schwartz]
19412,hp-sessmon,tcp,HP-SESSMON,[Gita_Murthy]
19539,fxuptp,tcp,FXUPTP,[Keiji_Okuma]
19540,sxuptp,tcp,SXUPTP,[Keiji_Okuma]
19541,jcp,tcp,JCP Client,[Yuji_Sasaki]
19788,,tcp,Reserved,
19790,faircom-db,tcp,FairCom Database,[FairCom_Corporation]
19998,iec-104-sec,tcp,IEC 60870-5-104 process control - secure,[Grant_Gilchrist]
19999,dnp-sec,tcp,Distributed Network Protocol - Secure,[Grant_Gilchrist]
20000,dnp,tcp,DNP,[Michael_Thesing]
20001,microsan,tcp,MicroSAN,[Thomas_E_Ludwig]
20002,commtact-http,tcp,Commtact HTTP,[Tomas_Svoboda]
20003,commtact-https,tcp,Commtact HTTPS,[Tomas_Svoboda]
20005,openwebnet,tcp,OpenWebNet protocol for electric network,[BTicino_S_p_A]
20012,,tcp,Reserved,
20013,ss-idi,tcp,Samsung Interdevice Interaction,[Hong_Jungkih]
20014,opendeploy,tcp,OpenDeploy Listener,[Todd_Scallan]
20034,nburn-id,tcp,"NetBurner ID Port IANA assigned this well-formed service name as a replacement for ""nburn_id"".",[Paul_Breed]
20034,nburn_id,tcp,NetBurner ID Port,[Paul_Breed]
20046,tmophl7mts,tcp,TMOP HL7 Message Transfer Service,[Tim_Riley]
20048,mountd,tcp,NFS mount protocol,[Nicolas_Williams]
20049,nfsrdma,tcp,Network File System (NFS) over RDMA,
20057,avesterra,tcp,AvesTerra Hypergraph Transfer Protocol (HGTP),[Georgetown_University]
20167,tolfab,tcp,TOLfab Data Change,[Pierre_Couderc]
20202,ipdtp-port,tcp,IPD Tunneling Port,[Vikki_Yin_Wei]
20222,ipulse-ics,tcp,iPulse-ICS,[Meggie_Garica_Woodru]
20480,emwavemsg,tcp,emWave Message Service,[Harald_Striepe]
20670,track,tcp,Track,[Michael_Sweet]
20810,crtech-nlm,tcp,CRTech NLM,[Cullimore_And_Ring_Technologies]
20999,athand-mmp,tcp,At Hand MMP,[Stepan_Riha]
21000,irtrans,tcp,IRTrans Control,[Marcus_Mueller]
21010,notezilla-lan,tcp,Notezilla.Lan Server,[Conceptworld_Corporation]
21212,trinket-agent,tcp,Distributed artificial intelligence,[Holvonix_LLC]
21213,cohesity-agent,tcp,Cohesity backup agents,[Cohesity_Inc]
21221,aigairserver,tcp,Services for Air Server,[AIG_S.L.]
21553,rdm-tfs,tcp,Raima RDM TFS,[Paul_Johnson]
21554,dfserver,tcp,MineScape Design File Server,[Michael_Purser]
21590,vofr-gateway,tcp,VoFR Gateway,[Marty_Borden]
21800,tvpm,tcp,TVNC Pro Multiplexing,[Brian_Blevins]
21801,sal,tcp,Safe AutoLogon,[WM_Software_Inc.]
21845,webphone,tcp,webphone,[Toby_Hosterman]
21846,netspeak-is,tcp,NetSpeak Corp. Directory Services,[Toby_Hosterman]
21847,netspeak-cs,tcp,NetSpeak Corp. Connection Services,[Toby_Hosterman]
21848,netspeak-acd,tcp,NetSpeak Corp. Automatic Call Distribution,[Toby_Hosterman]
21849,netspeak-cps,tcp,NetSpeak Corp. Credit Processing System,[Toby_Hosterman]
22000,snapenetio,tcp,SNAPenetIO,[Kevin_Kuhns]
22001,optocontrol,tcp,OptoControl,[Kevin_Kuhns]
22002,optohost002,tcp,Opto Host Port 2,[Doug_Leany]
22003,optohost003,tcp,Opto Host Port 3,[Doug_Leany]
22004,optohost004,tcp,Opto Host Port 4,[Doug_Leany]
22005,optohost004,tcp,Opto Host Port 5,[Doug_Leany]
22125,dcap,tcp,dCache Access Protocol,[Christoph_Anton_Mitt]
22128,gsidcap,tcp,GSI dCache Access Protocol,[Christoph_Anton_Mitt]
22222,easyengine,tcp,EasyEngine is CLI tool to manage WordPress Sites on Nginx server,[rtCamp_Solutions_Private_Limited]
22273,wnn6,tcp,wnn6,[Yasunari_Gon_Yamasit]
22305,cis,tcp,CompactIS Tunnel,[Justin_Paupore]
22333,showcockpit-net,tcp,ShowCockpit Networking,[Ricardo_Dias]
22335,shrewd-control,tcp,Initium Labs Security and Automation Control,[Initium_Labs_LLC]
22343,cis-secure,tcp,CompactIS Secure Tunnel,[Justin_Paupore]
22347,wibukey,tcp,WibuKey Standard WkLan,[Wolfgang_Voelker]
22350,codemeter,tcp,CodeMeter Standard,[Wolfgang_Voelker]
22351,codemeter-cmwan,tcp,TPC/IP requests of copy protection software to a server,[WIBU-SYSTEMS_AG]
22537,caldsoft-backup,tcp,CaldSoft Backup server file transfer,[CaldSoft]
22555,vocaltec-wconf,tcp,Vocaltec Web Conference,[Scott_Petrack]
22763,talikaserver,tcp,Talika Main Server,[Laxman_C_Marathe]
22800,aws-brf,tcp,Telerate Information Platform LAN,[Timo_Sivonen]
22951,brf-gw,tcp,Telerate Information Platform WAN,[Timo_Sivonen]
23000,inovaport1,tcp,Inova LightLink Server Type 1,[Chris_Koeritz_3]
23001,inovaport2,tcp,Inova LightLink Server Type 2,[Chris_Koeritz_3]
23002,inovaport3,tcp,Inova LightLink Server Type 3,[Chris_Koeritz_3]
23003,inovaport4,tcp,Inova LightLink Server Type 4,[Chris_Koeritz_3]
23004,inovaport5,tcp,Inova LightLink Server Type 5,[Chris_Koeritz_3]
23005,inovaport6,tcp,Inova LightLink Server Type 6,[Chris_Koeritz_3]
23053,gntp,tcp,Generic Notification Transport Protocol,[Growl_Project]
23272,,tcp,Reserved,
23294,5afe-dir,tcp,5AFE SDN Directory,[Ayoda_GmbH]
23333,elxmgmt,tcp,Emulex HBAnyware Remote Management,[Maziar_Tamadon]
23400,novar-dbase,tcp,Novar Data,[Keith_Kilroy]
23401,novar-alarm,tcp,Novar Alarm,[Keith_Kilroy]
23402,novar-global,tcp,Novar Global,[Keith_Kilroy]
23456,aequus,tcp,Aequus Service,[James_Anson]
23457,aequus-alt,tcp,Aequus Service Mgmt,[James_Anson]
23546,areaguard-neo,tcp,AreaGuard Neo - WebServer,[SODATSW_spol]
24000,med-ltp,tcp,med-ltp,[Juergen_Fischbach]
24001,med-fsp-rx,tcp,med-fsp-rx,[Juergen_Fischbach]
24002,med-fsp-tx,tcp,med-fsp-tx,[Juergen_Fischbach]
24003,med-supp,tcp,med-supp,[Juergen_Fischbach]
24004,med-ovw,tcp,med-ovw,[Juergen_Fischbach]
24005,med-ci,tcp,med-ci,[Juergen_Fischbach]
24006,med-net-svc,tcp,med-net-svc,[Juergen_Fischbach]
24242,filesphere,tcp,fileSphere,[Carl_Cedergren]
24249,vista-4gl,tcp,Vista 4GL,[Ingenta_plc]
24321,ild,tcp,Isolv Local Directory,[Mitchell_Bass]
24322,,tcp,Reserved,
24323,vrmg-ip,tcp,Verimag mobile class protocol over TCP,[Verimag_OOO]
24386,intel-rci,tcp,"Intel RCI IANA assigned this well-formed service name as a replacement for ""intel_rci"".",[Mark_Lewis_2]
24386,intel_rci,tcp,Intel RCI,[Mark_Lewis_2]
24465,tonidods,tcp,Tonido Domain Server,[Madhan_Kanagavel]
24554,binkp,tcp,BINKP,[Maxim_Masiutin]
24577,bilobit,tcp,bilobit Service,[bilobit_GmbH]
24666,sdtvwcam,tcp,Service used by SmarDTV to communicate between a CAM and a second screen application,[SmarDTV]
24676,canditv,tcp,Canditv Message Service,[Gary_Aston]
24677,flashfiler,tcp,FlashFiler,[Ben_Oram]
24678,proactivate,tcp,Turbopower Proactivate,[Ben_Oram]
24680,tcc-http,tcp,TCC User HTTP Service,[Brian_Kennedy]
24754,cslg,tcp,Citrix StorageLink Gateway,[Mark_Nijmeijer]
24850,,tcp,Reserved,
24922,find,tcp,Find Identification of Network Devices,[Jean_Paul_Moreaux]
25000,icl-twobase1,tcp,icl-twobase1,[J_A_Sever]
25001,icl-twobase2,tcp,icl-twobase2,[J_A_Sever]
25002,icl-twobase3,tcp,icl-twobase3,[J_A_Sever]
25003,icl-twobase4,tcp,icl-twobase4,[J_A_Sever]
25004,icl-twobase5,tcp,icl-twobase5,[J_A_Sever]
25005,icl-twobase6,tcp,icl-twobase6,[J_A_Sever]
25006,icl-twobase7,tcp,icl-twobase7,[J_A_Sever]
25007,icl-twobase8,tcp,icl-twobase8,[J_A_Sever]
25008,icl-twobase9,tcp,icl-twobase9,[J_A_Sever]
25009,icl-twobase10,tcp,icl-twobase10,[J_A_Sever]
25576,sauterdongle,tcp,Sauter Dongle,[Christian_Brecht]
25604,idtp,tcp,Identifier Tracing Protocol,[Huang_Neng-geng]
25793,vocaltec-hos,tcp,Vocaltec Address Server,[Scott_Petrack]
25900,tasp-net,tcp,TASP Network Comm,[Martin_Ellis]
25901,niobserver,tcp,NIObserver,[Roman_Oliynyk]
25902,nilinkanalyst,tcp,NILinkAnalyst,[Roman_Oliynyk_2]
25903,niprobe,tcp,NIProbe,[Roman_Oliynyk]
25954,,tcp,Reserved,
25955,,tcp,Reserved,
26000,quake,tcp,quake,[Yasunari_Gon_Yamasit]
26133,scscp,tcp,Symbolic Computation Software Composability Protocol,[Alexander_Konovalov]
26208,wnn6-ds,tcp,wnn6-ds,[Yasunari_Gon_Yamasit]
26257,cockroach,tcp,CockroachDB,[Cockroach_Labs_Inc]
26260,ezproxy,tcp,eZproxy,[Albert_C_Yang]
26261,ezmeeting,tcp,eZmeeting,[Albert_C_Yang]
26262,k3software-svr,tcp,K3 Software-Server,[Jim_Baldridge]
26263,k3software-cli,tcp,K3 Software-Client,[Jim_Baldridge]
26486,exoline-tcp,tcp,EXOline-TCP,[AB_Regin]
26487,exoconfig,tcp,EXOconfig,[Urban_Fosseus]
26489,exonet,tcp,EXOnet,[Urban_Fosseus]
27010,flex-lmadmin,tcp,A protocol for managing license services,[Flexera]
27017,mongodb,tcp,Mongo database system,[MongoDB_Inc.]
27345,imagepump,tcp,ImagePump,[Richard_Minner]
27442,jesmsjc,tcp,Job controller service,[Chris_Newman]
27504,kopek-httphead,tcp,Kopek HTTP Head Port,[Sten_H_Danielsen]
27782,ars-vista,tcp,ARS VISTA Application,[Spencer_Teran_2]
27876,astrolink,tcp,Astrolink Protocol,[Alanax_Technologies_Inc]
27999,tw-auth-key,tcp,TW Authentication/Key Distribution and,[Alex_Duncan_2]
28000,nxlmd,tcp,NX License Manager,[Anthony_Greatorex]
28001,pqsp,tcp,PQ Service,[Peter_Laschtowitz]
28010,gruber-cashreg,tcp,Gruber cash registry protocol,[Gruber_Schanksysteme]
28080,thor-engine,tcp,thor/server - ML engine,[Aronetics_LLC]
28119,,tcp,Reserved,
28200,voxelstorm,tcp,VoxelStorm game server,[VoxelStorm]
28240,siemensgsm,tcp,Siemens GSM,[David_Anuszewski]
28589,bosswave,tcp,Building operating system services wide area verified exchange,[University_of_California_Berkeley]
29000,saltd-licensing,tcp,Siemens Licensing Server,[Siemens_Digital_Industries_Software]
29118,,tcp,Reserved,
29167,otmp,tcp,ObTools Message Protocol,[Paul_Clark]
29168,,tcp,Reserved,
29999,bingbang,tcp,data exchange protocol for IEC61850 in wind power plants,[DEIF_AS]
30000,ndmps,tcp,Secure Network Data Management Protocol,[Alioune_Thiam]
30001,pago-services1,tcp,Pago Services 1,[Balduin_Mueller_Plat]
30002,pago-services2,tcp,Pago Services 2,[Balduin_Mueller_Plat]
30003,amicon-fpsu-ra,tcp,Amicon FPSU-IP Remote Administration,[Amicon_OOO]
30004,,tcp,Reserved,
30100,rwp,tcp,Remote Window Protocol,[Maxim_Baklanovsky]
30260,kingdomsonline,tcp,Kingdoms Online (CraigAvenue),[Drake_Bankston]
30400,gs-realtime,tcp,GroundStar RealTime System,[INFORM_GmbH]
30832,,tcp,Reserved,
30999,ovobs,tcp,OpenView Service Desk Client,[Service_Desk_Product]
31016,ka-sddp,tcp,Kollective Agent Secure Distributed Delivery Protocol,[Kollective_Technology_Inc]
31020,autotrac-acp,tcp,Autotrac ACP 245,[Roberto_Jorge_Dino]
31029,,tcp,Reserved,
31337,eldim,tcp,eldim is a secure file upload proxy,[Antonios_A_Chariton]
31400,pace-licensed,tcp,PACE license server,[PACE_Anti-Piracy]
31416,xqosd,tcp,XQoS network monitor,[Joe_Elliott]
31457,tetrinet,tcp,TetriNET Protocol,[Emmanuel_Bourg]
31620,lm-mon,tcp,lm mon,[System_Administrator]
31685,dsx-monitor,tcp,"DS Expert Monitor IANA assigned this well-formed service name as a replacement for ""dsx_monitor"".",[John_Lowery]
31685,dsx_monitor,tcp,DS Expert Monitor,[John_Lowery]
31765,gamesmith-port,tcp,GameSmith Port,[Randy_Thompson]
31948,iceedcp-tx,tcp,"Embedded Device Configuration Protocol TX IANA assigned this well-formed service name as a replacement for ""iceedcp_tx"".",[Oliver_Lewis]
31948,iceedcp_tx,tcp,Embedded Device Configuration Protocol TX,[Oliver_Lewis]
31949,iceedcp-rx,tcp,"Embedded Device Configuration Protocol RX IANA assigned this well-formed service name as a replacement for ""iceedcp_rx"".",[Oliver_Lewis]
31949,iceedcp_rx,tcp,Embedded Device Configuration Protocol RX,[Oliver_Lewis]
32034,iracinghelper,tcp,iRacing helper service,[Randy_Cassidy]
32249,t1distproc60,tcp,T1 Distributed Processor,[Peter_Beahan]
32400,plex,tcp,Plex multimedia,[Plex_Inc.]
32483,apm-link,tcp,Access Point Manager Link,[Tony_Diodato]
32635,sec-ntb-clnt,tcp,SecureNotebook-CLNT,[Eric_Cantineau]
32636,DMExpress,tcp,DMExpress,[Arnie_Farrelly]
32767,filenet-powsrm,tcp,FileNet BPM WS-ReliableMessaging Client,[Chris_Adkins]
32768,filenet-tms,tcp,Filenet TMS,[Daniel_Whelan]
32769,filenet-rpc,tcp,Filenet RPC,[Daniel_Whelan]
32770,filenet-nch,tcp,Filenet NCH,[Daniel_Whelan]
32771,filenet-rmi,tcp,FileNET RMI,[Chris_Adkins]
32772,filenet-pa,tcp,FileNET Process Analyzer,[Chris_Adkins]
32773,filenet-cm,tcp,FileNET Component Manager,[Chris_Adkins]
32774,filenet-re,tcp,FileNET Rules Engine,[Chris_Adkins]
32775,filenet-pch,tcp,Performance Clearinghouse,[Tim_Morgan_2]
32776,filenet-peior,tcp,FileNET BPM IOR,[Chris_Adkins]
32777,filenet-obrok,tcp,FileNet BPM CORBA,[Chris_Adkins]
32801,mlsn,tcp,Multiple Listing Service Network,[Corey_Leong]
32811,retp,tcp,Real Estate Transport Protocol,[Corey_Leong]
32896,idmgratm,tcp,Attachmate ID Manager,[George_Gianelos_2]
33000,wg-endpt-comms,tcp,WatchGuard Endpoint Communications,[WatchGuard_Technologies_Inc]
33060,mysqlx,tcp,MySQL Database Extended Interface,[Oracle_8]
33123,aurora-balaena,tcp,Aurora (Balaena Ltd),[Andrew_Mather]
33331,diamondport,tcp,DiamondCentral Interface,[Edward_Browdy]
33333,dgi-serv,tcp,Digital Gaslight Service,[George_Flanagin]
33334,speedtrace,tcp,SpeedTrace TraceAgent,[Holger_Heinrich]
33434,traceroute,tcp,traceroute use,[IANA]
33435,,tcp,Reserved,
33656,snip-slave,tcp,SNIP Slave,[Dr_Chris_Tucker]
33890,digilent-adept,tcp,Adept IP protocol,[Digilent_Inc]
34249,turbonote-2,tcp,TurboNote Relay Server Default Port,[Peter_Hyde]
34378,p-net-local,tcp,P-Net on IP local,[Kurt_Nissen]
34379,p-net-remote,tcp,P-Net on IP remote,[Kurt_Nissen]
34567,dhanalakshmi,tcp,dhanalakshmi.org EDI Service,[Girish_Gopalakrishna]
34962,profinet-rt,tcp,PROFInet RT Unicast,[Peter_Wenzel]
34963,profinet-rtm,tcp,PROFInet RT Multicast,[Peter_Wenzel]
34964,profinet-cm,tcp,PROFInet Context Manager,[Peter_Wenzel]
34980,ethercat,tcp,EtherCAT Port,[Martin_Rostan]
35000,heathview,tcp,HeathView,[Heathwest_Systems_Limited]
35001,rt-viewer,tcp,ReadyTech Viewer,[ReadyTech_Corporation]
35002,rt-sound,tcp,ReadyTech Sound Server,[ReadyTech_Corporation]
35003,rt-devicemapper,tcp,ReadyTech DeviceMapper Server,[ReadyTech_Corporation]
35004,rt-classmanager,tcp,ReadyTech ClassManager,[ReadyTech_Corporation]
35005,rt-labtracker,tcp,ReadyTech LabTracker,[ReadyTech_Corporation]
35006,rt-helper,tcp,ReadyTech Helper Service,[ReadyTech_Corporation]
35100,axio-disc,tcp,Axiomatic discovery protocol,[Axiomatic_Technologies_Corporation]
35354,kitim,tcp,KIT Messenger,[Rudi_Visser]
35355,altova-lm,tcp,Altova License Management,[Alexander_Falk_2]
35356,guttersnex,tcp,Gutters Note Exchange,[Squee_Application_Development]
35357,openstack-id,tcp,OpenStack ID Service,[Rackspace_Hosting]
36001,allpeers,tcp,AllPeers Network,[Cedric_Maloux]
36411,,tcp,Reserved,
36412,,tcp,Reserved,
36422,,tcp,Reserved,
36462,,tcp,Reserved,
36524,febooti-aw,tcp,Febooti Automation Workshop,[Maris_Bormanis]
36602,observium-agent,tcp,Observium statistics collection agent,[Observium]
36700,mapx,tcp,MapX communication,[MicroTechniX]
36865,kastenxpipe,tcp,KastenX Pipe,[Guy_Cheng]
37472,,tcp,Reserved,
37475,neckar,tcp,science + computing's Venus Administration Port,[Ralf_Allrutz]
37483,gdrive-sync,tcp,Google Drive Sync,[Google_Inc]
37601,eftp,tcp,Epipole File Transfer Protocol,[Epipole_Limited]
37654,unisys-eportal,tcp,Unisys ClearPath ePortal,[Sung_U_Ro]
38000,ivs-database,tcp,InfoVista Server Database,[InfoVista]
38001,ivs-insertion,tcp,InfoVista Server Insertion,[InfoVista]
38002,cresco-control,tcp,Cresco Controller,[UofK]
38201,galaxy7-data,tcp,Galaxy7 Data Tunnel,[Tatham_Oddie]
38202,fairview,tcp,Fairview Message Service,[Jim_Lyle]
38203,agpolicy,tcp,AppGate Policy Server,[Martin_Forssen]
38412,,tcp,Reserved,
38422,,tcp,Reserved,
38462,,tcp,Reserved,
38472,,tcp,Reserved,
38638,psqlmws,tcp,Premier SQL Middleware Server,[Brain_Patchwork_DX_LLC]
38800,sruth,tcp,"Sruth is a service for the distribution of routinely-
      generated but arbitrary files based on a publish/subscribe
      distribution model and implemented using a peer-to-peer transport
      mechanism",[University_Corporation_for_Atmospheric_Research]
38865,secrmmsafecopya,tcp,Security approval process for use of the secRMM SafeCopy program,[Squadra_Technologies]
39063,vroa,tcp,Children's hearing test/Telemedicine,[Hearing_Australia]
39681,turbonote-1,tcp,TurboNote Default Port,[Peter_Hyde]
40000,safetynetp,tcp,SafetyNET p,[Pilz_GmbH_and_Co._KG]
40023,,tcp,Reserved,
40404,sptx,tcp,Simplify Printing TX,[Tricerat]
40841,cscp,tcp,CSCP,[Michael_Dodge]
40842,csccredir,tcp,CSCCREDIR,[Sudhir_Menon]
40843,csccfirewall,tcp,CSCCFIREWALL,[Sudhir_Menon]
40853,,tcp,Reserved,
41111,fs-qos,tcp,Foursticks QoS Protocol,[Chee_Kent_Lam]
41121,tentacle,tcp,Tentacle Server,[Sancho_Lerena]
41230,z-wave-s,tcp,Z-Wave Protocol over SSL/TLS,[Sigma_Designs_3]
41794,crestron-cip,tcp,Crestron Control Port,[Crestron_Electronics]
41795,crestron-ctp,tcp,Crestron Terminal Port,[Crestron_Electronics]
41796,crestron-cips,tcp,Crestron Secure Control Port,[Crestron_Electronics]
41797,crestron-ctps,tcp,Crestron Secure Terminal Port,[Crestron_Electronics]
42508,candp,tcp,Computer Associates network discovery protocol,[Jon_Press]
42509,candrp,tcp,CA discovery response,[Jon_Press]
42510,caerpc,tcp,CA eTrust RPC,[Jon_Press]
42999,curiosity,tcp,API endpoint for search application,[Curiosity_GmbH]
43000,recvr-rc,tcp,Receiver Remote Control,[Research_Electronics_International]
43188,reachout,tcp,REACHOUT,[Roman_Kriis]
43189,ndm-agent-port,tcp,NDM-AGENT-PORT,[Roman_Kriis]
43190,ip-provision,tcp,IP-PROVISION,[Roman_Kriis]
43191,noit-transport,tcp,Reconnoiter Agent Data Transport,[Theo_Schlossnagle]
43210,shaperai,tcp,Shaper Automation Server Management,[Shaper_Automation]
43438,,tcp,Reserved,
43439,eq3-update,tcp,EQ3 firmware update,[eQ-3_Entwicklung_GmbH]
43440,ew-mgmt,tcp,Cisco EnergyWise Management,
43441,ciscocsdb,tcp,Cisco NetMgmt DB Ports,[Cisco_Systems]
44123,z-wave-tunnel,tcp,Z-Wave Secure Tunnel,[Sigma_Designs_Inc]
44321,pmcd,tcp,PCP server (pmcd),[Ken_McDonell]
44322,pmcdproxy,tcp,PCP server (pmcd) proxy,[Ken_McDonell]
44323,pmwebapi,tcp,HTTP binding for Performance Co-Pilot client API,[Performance_Co-Pilot_PCP_Project]
44444,cognex-dataman,tcp,Cognex DataMan Management Protocol,[Cognex]
44445,acronis-backup,tcp,Acronis Backup Gateway service port,[Acronis]
44544,,tcp,Reserved,
44553,rbr-debug,tcp,REALbasic Remote Debug,[Aaron_Ballman]
44600,,tcp,Reserved,
44818,EtherNet-IP-2,tcp,"EtherNet/IP messaging IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-2"".",[Brian_Batke_2]
44818,EtherNet/IP-2,tcp,EtherNet/IP messaging,[Brian_Batke_2]
44900,m3da,tcp,M3DA is used for efficient machine-to-machine communications,[Eclipse_Foundation]
45000,asmp,tcp,Nuance AutoStore Status Monitoring Protocol (data transfer),[Nuance_Communications_Inc4]
45001,asmps,tcp,Nuance AutoStore Status Monitoring Protocol (secure data transfer),[Nuance_Communications_Inc4]
45002,rs-status,tcp,Redspeed Status Monitor,[Redspeed_International_Ltd]
45045,synctest,tcp,Remote application control protocol,[Eleks_Ltd]
45054,invision-ag,tcp,InVision AG,[Matthias_Schroer]
45514,cloudcheck,tcp,ASSIA CloudCheck WiFi Management System,[ASSIA_Inc]
45678,eba,tcp,EBA PRISE,[Patrick_Kara]
45824,dai-shell,tcp,Server for the DAI family of client-server products,[Data_Access_Inc]
45825,qdb2service,tcp,Qpuncture Data Access Service,[Michael_Yun]
45966,ssr-servermgr,tcp,SSRServerMgr,[Jeremy_Gilliat]
46336,inedo,tcp,Listen port used for Inedo agent communication,[Inedo]
46998,spremotetablet,tcp,Connection between a desktop computer or server and a signature tablet to capture handwritten signatures,[SOFTPRO_GmbH]
46999,mediabox,tcp,MediaBox Server,[Alexander_Graef]
47000,mbus,tcp,Message Bus,[Dirk_Kutscher]
47001,winrm,tcp,Windows Remote Management Service,[Ryan_Mack]
47100,,tcp,Reserved,
47557,dbbrowse,tcp,Databeam Corporation,[Cindy_Martin]
47624,directplaysrvr,tcp,Direct Play Server,[Ajay_Jindal]
